card_name,cost,civilization,card_type,race,power,rarity,card_set,coll_num,card_text
Submarine Project,3,water,Spell,,,u,dm-09,22/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Look at the top 4 cards of your deck. Put one of them into your hand, and put the rest on the bottom of your deck in any order."
Tekorax,5,water,Creature,sea_hacker,3000,u,dm-09,23/55,"■ When you put this creature into the battle zone, look at your opponent's shields. Then put them back where they were."
Tentacle Cluster,5,water,Creature,cyber_cluster,2000,c,dm-09,24/55,"■ Whenever this creature is attacking your opponent and isn't blocked, you may choose a creature in the battle zone and return it to its owner's hand."
Zeppelin Crawler,5,water,Creature,earth_eater,4000,r,dm-09,25/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ Whenever this creature blocks, look at the top 4 cards of your deck. Put one of them into your hand, and put the rest on the bottom of your deck in any order."
"Acid Reflux, the Fleshboiler",5,darkness,Creature,devil_mask,3000,c,dm-09,26/55,"■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack.
■ Slayer (Whenever this creature battles, destroy the other creature after the battle.)"
"Bat Doctor, Shadow of Undeath",3,darkness,Creature,ghost,2000,c,dm-09,27/55,"■ When this creature is destroyed, you may return another creature from your graveyard to your hand."
"Gabzagul, Warlord of Pain",6,darkness,Creature,dark_lord,5000,r,dm-09,28/55,■ Each creature attacks each turn if able.
Grinning Hunger,4,darkness,Spell,,,u,dm-09,29/55,■ Your opponent chooses one of his creatures in the battle zone or one of his shields and puts it into his graveyard.
"Ice Vapor, Shadow of Anguish",5,darkness,Creature,ghost,1000,r,dm-09,30/55,"■ Whenever your opponent casts a spell, he chooses and discards a card from his hand, then chooses a card in his mana zone and puts it into his graveyard."
Necrodragon Izorist Vhal,6,darkness,Creature,zombie_dragon,0,u,dm-09,31/55,"■ This creature gets +2000 power for each darkness creature in your graveyard. (A creature that has power 0 or less is destroyed.)
■ While this creature has power 6000 or more, it has ""Double breaker (This creature breaks 2 shields)."""
Slash Charger,3,darkness,Spell,,,r,dm-09,32/55,"■ Search a player's deck. You may take a card from that deck and put it into that player's graveyard. Then the player shuffles his deck.
■ Charger (After you cast this spell, put it into your mana zone instead of your graveyard.)"
"Trixo, Wicked Doll",4,darkness,Creature,death_puppet,2000,c,dm-09,33/55,"■ Whenever this creature is attacking your opponent and isn't blocked, your opponent chooses one of his creatures and destroys it."
Venom Worm,3,darkness,Creature,parasite_worm,2000,u,dm-09,34/55,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a race. Each creature of that race gets ""slayer"" until the end of the turn. (Whenever a creature that has ""slayer"" battles, destroy the other creature after the battle.)"
Zombie Carnival,5,darkness,Spell,,,c,dm-09,35/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Choose a race. Return up to 3 creatures of that race from your graveyard to your hand."
Aerodactyl Kooza,3,fire,Creature,armorloid,1000,c,dm-09,36/55,"■ While attacking a creature, this creature can't be blocked.
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)"
Blizzard of Spears,6,fire,Spell,,,r,dm-09,37/55,■ Destroy all creatures that have power 4000 or less.
Fists of Forever,1,fire,Spell,,,u,dm-09,38/55,"■ Choose one of your creatures in the battle zone. Whenever that creature wins a battle this turn, untap it."
Gigio's Hammer,3,fire,Creature,xenoparts,2000,u,dm-09,39/55,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a race. Each creature of that race attacks this turn if able and gets ""power attacker +4000"" until the end of the turn. (While attacking, a creature that has ""power attacker +4000"" gets +4000 power.)"
Quakesaur,5,fire,Creature,rock_beast,3000,c,dm-09,40/55,"■ Whenever this creature is attacking your opponent and isn't blocked, your opponent chooses a card in his mana zone and puts it into his graveyard."
Relentless Blitz,3,fire,Spell,,,c,dm-09,41/55,"■ Choose a race. This turn, each creature of that race can attack untapped creatures and can't be blocked while attacking a creature."
Shock Trooper Mykee,6,fire,Creature,human,1000,r,dm-09,42/55,"■ Speed attacker (This creature doesn't get summoning sickness.)
■ Whenever this creature is attacking your opponent and isn't blocked, you may destroy one of your opponent's creatures that has power 3000 or less."
Simian Warrior Grash,4,fire,Creature,armorloid,3000,r,dm-09,43/55,"■ Whenever one of your Armorloids is destroyed, your opponent chooses a card in his mana zone and puts it into his graveyard."
Snaptongue Lizard,6,fire,Creature,dune_gecko,3000,u,dm-09,44/55,"■ While attacking a creature, this creature can't be blocked.
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)"
Steam Rumbler Kain,4,fire,Creature,armorloid,5000,c,dm-09,45/55,"■ Whenever this creature attacks, choose one of your shields and put it into your graveyard."
Cavern Raider,3,nature,Creature,beast_folk,2000,c,dm-09,46/55,"■ Whenever this creature is attacking your opponent and isn't blocked, search your deck. You may take a creature from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck."
Dance of the Sproutlings,3,nature,Spell,,,c,dm-09,47/55,■ Choose a race. You may put any number of creatures of that race from your hand into your mana zone.
Mana Bonanza,8,nature,Spell,,,r,dm-09,48/55,"■ For each card in your mana zone, put a card from the top of your deck into your mana zone tapped."
Silvermoon Trailblazer,4,nature,Creature,beast_folk,3000,u,dm-09,49/55,"■ Instead of having this creature attack, you may tap it to use its tap ability.
 Choose a race. Creatures of that race can't be blocked by creatures that have power 3000 or less this turn."
Solid Horn,6,nature,Creature,horned_beast,5000,c,dm-09,50/55,"■ When this creature would be destroyed, put it into your mana zone instead."
"Storm Wrangler, the Furious",4,nature,Evolution Creature,beast_folk,5000,r,dm-09,51/55,"■ Evolution—Put on one of your Beast Folk.
■ Whenever this creature attacks, you may choose one of your opponent's untapped creatures that has ""blocker."" This turn, that creature blocks this creature if able and this creature can't be blocked by other creatures.
■ Whenever this creature becomes blocked, it gets +3000 power until the end of the turn."
Terradragon Anrist Vhal,6,nature,Creature,earth_dragon,0,r,dm-09,52/55,"■ This creature gets +2000 power for each of your other nature creatures in the battle zone. (A creature that has power 0 or less is destroyed.)
■ While this creature has power 6000 or more, it has ""double breaker (This creature breaks 2 shields)."""
Vine Charger,4,nature,Spell,,,u,dm-09,53/55,"■ Your opponent chooses one of his creatures in the battle zone and puts it into his mana zone.
■ Charger (After you cast this spell, put it into your mana zone instead of your graveyard.)"
Whip Scorpion,5,nature,Creature,giant_insect,2000,c,dm-09,54/55,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Power attacker +3000 (While attacking, this creature gets +3000 power.)"
Whispering Totem,4,nature,Creature,mystery_totem,2000,u,dm-09,55/55,"■ When you put this creature into the battle zone, search your deck. You may take a Whispering Totem from your deck, show that creature to your opponent, and put it into your hand. Then shuffle your deck."
"Elixia, Pureblade Elemental",6,light,Creature,angel_command,1000,sr,dm-10,S1/S10,"■ This creature gets +3000 power for each civilization in your mana zone.
■ While this creature has power 6000 or more, it has ""double breaker (This creature break 2 shields).""
■ While this creature has power 15000 or more, it has ""triple breaker"" instead of ""double breaker."" (It breaks 3 shields.)"
Hawkeye Lunatron,8,water,Creature,cyber_moon,6000,sr,dm-10,S2/S10,"■ Double breaker (This creature breaks 2 shields.)
■ When you put this creature into the battle zone, search your deck. You may take a card from your deck and put it into your hand. Then shuffle your deck."
Hurricane Crawler,5,water,Creature,earth_eater,4000,sr,dm-10,S3/S10,"■ When you put this creature into the battle zone, put all the cards from your hand into your mana zone. Then put that many cards from your mana zone into your hand."
Necrodragon Bryzenaga,6,darkness,Creature,zombie_dragon,9000,sr,dm-10,S4/S10,"■ When you put this creature into the battle zone, put all your shields into your hand. (You can use the ""shield trigger"" abilities of those shields.)
■ Double breaker (This creature breaks 2 shields.)"
Core-Crash Lizard,7,fire,Creature,melt_warrior,6000,sr,dm-10,S5/S10,"■ When you put this creature into the battle zone, choose one of your opponent's shields and put it into his graveyard."
Ultimate Dragon,6,fire,Creature,armored_dragon,5000,sr,dm-10,S6/S10,"■ This creature gets +5000 power for each of your other creatures in the battle zone that has Dragon in its race.
■ Crew breaker—Dragon (This creature breaks one more shield for each of your other creatures in the battle zone that has Dragon in its race.)"
Bodacious Giant,8,nature,Creature,gianto,12000,sr,dm-10,S7/S10,"■ Double breaker (This creature breaks 2 shields.)
■ While this creature is tapped during your opponent's turn, if it hasn't been attacked that turn, your opponent's creatures must attack it if able."
Terradragon Dakma Balgarow,7,nature,Creature,earth_dragon,1000,sr,dm-10,S8/S10,"■ This creature gets +2000 power for each shield you and your opponent have.
■ While this creature has power 6000 or more, it has ""double breaker (This creature breaks 2 shields).""
■ While this creature has power 15000 or more, it has ""triple breaker"" instead of ""double breaker."" (It breaks 3 shields.)"
"Bluum Erkis, Flare Guardian",6,light/water,Creature,guardian,8500,sr,dm-10,S9/S10,"■ (This creature is put into your mana zone tapped.)
■ Whenever this creature would break one of your opponent's shields, your opponent shows that shield to you instead of putting it into his hand. If it's a spell that has ""shield trigger,"" you cast it for no cost, then put it into your opponent's graveyard. If it's not, your opponent puts it into his hand.
■ Double breaker"
"Deklowaz, the Terminator",6,darkness/fire,Creature,spirit_quartz,5000,sr,dm-10,S10/S10,"■ (This creature is put into your mana zone tapped.)
■ Instead of having this creature attack, you may tap it to use its tap ability.
 Destroy all creatures that have power 3000 or less. Then look at your opponent's hand. He discards all creatures from it that have power 3000 or less."
"Balza, Seeker of Hyperpearls",8,light,Creature,mecha_thunder,4000,vr,dm-10,1/110,"■ Shield trigger (When this card is put into your hand from your shield zone, you may play it immediately for no cost.)
■ Blocker (Whenever an opponent's creature attacks, you may tap this creature to stop the attack. Then the 2 creatures battle.)
■ This creature can't attack players."
